stackoverflow_id,Reputation,Answer,Question,tags,upvote,downvote,ans_vote,ques_vote,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism
145403,84005,737,0,"['python', 'macos', 'python-2.7', 'uninstallation', 'pip']",519,13,78,454,0.889077486,0.556117017,0.033033867,0.007722881,0.764958836
291550,56060,481,12,"['emacs', 'postgresql', 'csv', 'postgresql-copy', 'java']",1360,50,663,747,0.92182187,0.347115996,0.071878137,0.05920629,0.315307156
383861,148329,2904,2,"['jaxb', 'java', 'xml', 'xsd', 'unmarshalling']",7045,309,4669,2685,0.948088629,0.294677407,0.202020533,0.004761619,0.355984581
228109,81514,262,37,"['android', 'hex', 'colors', 'transparency', 'ios']",2526,78,1175,1429,0.807367288,0.431917441,0.048381395,0.002281916,0.527376854
6694,85472,831,21,"['iphone', 'objective-c', 'cocoa-touch', 'ios', 'cocoa']",494,16,33,477,0.866734044,0.130725381,0.104067356,0.017182046,0.273507037
135786,108215,516,69,"['angularjs', 'javascript', 'html-select', 'ng-options', 'angularjs-directive']",2273,207,823,1657,0.903420886,0.072193582,0.072837629,0.030973855,0.367583852
367401,52944,1408,141,"['javascript', 'jquery', 'html', 'php', 'css']",1317,1860,1744,1433,0.641903526,0.683086624,0.277596802,0.197017822,0.150123953
68507,68742,801,61,"['java', 'iphone', 'double', 'nan', 'equality']",1488,247,656,1079,0.718367738,0.397957948,0.115407275,0.023678907,0.51111521
10947,83231,471,25,"['macos', 'git', 'gitignore', 'objective-c', 'ios']",2829,167,701,2295,0.940482664,0.304334058,0.252943017,0.076653727,0.306368765
1048572,646855,12463,37,"['javascript', 'promise', 'ecmascript-6', 'node.js', 'async-await']",11646,8600,4575,15671,0.873183384,0.167179315,0.042170015,0.009438994,0.695746978
5221944,169642,5529,18,"['google-bigquery', 'sql', 'google-cloud-platform', 'json', 'arrays']",1519,6159,6975,703,0.894917561,0.742451618,0.195807866,0.258860737,0.300472617
204788,49570,758,3,"['spring', 'java', 'spring-mvc', 'jackson', 'json']",1236,4,316,924,0.796523742,0.71651123,0.085229741,0.076704591,0.424244272
181965,60354,1810,5,"['ssis', 'sql-server', 'sql-server-2008', 'sql', 'etl']",2452,1014,1805,1661,0.899051192,0.228974639,0.273658935,0.032609107,0.324570041
20860,550007,9236,14,"['mysql', 'sql', 'php', 'database', 'database-design']",12491,253,4967,7777,0.983294123,0.335487675,0.23426379,0.035041756,0.08725429
62082,158369,1014,24,"['javascript', 'node.js', 'reactjs', 'angularjs', 'ruby-on-rails']",2760,102,794,2068,0.922680447,0.302536702,0.390133527,0.20929758,0.32266759
297696,78420,668,4,"['python', 'python-3.x', 'c++', 'linux', 'setuptools']",1450,607,1160,897,0.898764319,0.584020744,0.652389477,0.057516559,0.383430292
100478,48894,318,6,"['objective-c', 'ios', 'grand-central-dispatch', 'automatic-ref-counting', 'iphone']",673,38,108,603,0.931611367,0.191222204,0.071543563,0.012462226,0.432641125
522663,65747,1484,820,"['c#', 'c', 'c++', 'asp.net', '.net']",1455,365,311,1509,0.871553414,0.425428055,0.111146118,0.002305136,0.389885383
119081,49817,320,67,"['php', 'arrays', 'javascript', 'jquery', 'c#']",721,35,167,589,0.921180855,0.220509444,0.098394188,0.008814054,0.36651886
2525,55904,770,6,"['c#', 'asp.net', 'asp.net-core', 'asp.net-core-mvc', '.net']",298,785,344,739,0.699716889,0.03272901,0.111627438,0.012846098,0.482346288
413127,76181,1140,57,"['android', 'google-play', 'java', 'android-layout', 'google-play-console']",3841,310,1342,2809,0.798518509,0.314637267,0.12847571,0.016203539,0.429919948
1695960,146903,3160,0,"['cuda', 'c++', 'gpu', 'nvidia', 'gpgpu']",2586,9043,8649,2980,0.623877318,0.748000599,0.105667987,0.062735624,0.430062422
905093,49657,281,0,"['php', 'mysql', '.htaccess', 'mod-rewrite', 'apache']",2558,19,1386,1191,0.792966738,0.319367921,0.155745366,0.001403926,0.268389225
30461,96079,2348,47,"['cocoa', 'objective-c', 'macos', 'iphone', 'cocoa-touch']",5653,156,369,5440,0.948767241,0.43027029,0.089947049,0.012466189,0.379719806
61337,47461,362,37,"['javascript', 'jquery', 'redirect', 'url', 'php']",870,198,212,856,0.47855388,0.369976689,0.501263173,0.065729105,0.952582378
714969,93869,2269,50,"['java', 'jquery', 'javascript', 'hibernate', 'jpa']",2513,10,1062,1461,0.854976819,0.65411916,0.372045002,0.032217916,0.24626743
298053,101057,2210,7,"['javascript', 'php', 'jquery', 'c#', 'asp.net']",3509,42,1721,1830,0.870786291,0.3688728,0.365653458,0.065615409,0.166479542
19679,170239,1612,14,"['iphone', 'ios', 'objective-c', 'cocoa-touch', 'opengl-es']",4795,5634,5001,5428,0.956510105,0.333478385,0.098085371,0.004718709,0.442048811
1554,68942,220,4,"['windows', 'port', 'networking', 'asp.net-mvc', 'c#']",459,14,151,322,0.89285588,0.309848246,0.090571321,0.022194071,0.265438517
1214800,70650,797,210,"['node.js', 'npm', 'windows', 'windows-7-x64', 'javascript']",3735,148,1463,2420,0.884743797,0.059734924,0.15127175,0.068350733,0.450511278
212555,53632,698,93,"['java', 'python', 'c++', 'list', 'conditional-operator']",3944,151,428,3667,0.961347748,0.40625813,0.05142472,0.006227338,0.299607037
3153,342528,1335,149,"['c++', 'http', 'post', 'put', 'rest']",2611,117,1115,1613,0.86024095,0.356906567,0.040965783,0.083169094,0.057844361
2766176,130710,1931,136,"['perl', 'git', 'versioning', 'version-control', 'terminology']",9905,5275,3634,11546,0.917190077,0.234669181,0.035574635,0.000500364,0.512759261
2688,153737,731,22,"['javascript', 'is-empty', 'null', 'sql-server', 'sql']",3903,541,1303,3141,0.896742992,0.809472145,0.082721739,0.069971824,0.205651444
1413538,63773,410,12,"['visual-studio-code', 'typescript', 'angularjs', 'angular', 'angular-cli']",180,8,39,149,0.81656396,0.325550344,0.224020175,0.133295015,0.307664968
1622493,76692,2180,5,"['itext', 'pdf', 'java', 'c#', 'pdf-generation']",2443,1326,1897,1872,0.538900626,0.234144179,0.341993163,0.27523558,0.811768175
340760,98880,844,351,"['javascript', 'jquery', 'c#', 'node.js', 'babeljs']",4615,230,2290,2555,0.626685113,0.438922894,0.079066931,0.012975419,0.483913342
790387,171839,3477,6,"['python', 'django', 'list', 'string', 'concatenation']",2506,818,1010,2314,0.817580853,0.363346728,0.138451444,0.017670187,0.299842628
471795,71773,411,18,"['websocket', 'javascript', 'http', 'ajax', 'comet']",2460,30,933,1557,0.921266007,0.638922591,0.071342611,0.022124525,0.283230776
64313,114838,244,62,"['git', 'python', 'powershell', 'java', 'gradle']",1336,134,758,712,0.769613043,0.706650772,0.203801936,0.051759723,0.16635422
50776,74062,1377,23,"['c#', '.net', 'sql-server', 'multithreading', 'sql']",3641,672,2506,1807,0.947056216,0.388968445,0.204665864,0.029518557,0.252894777
501250,162757,2624,10,"['c#', 'c++', 'git', 'javascript', 'rust']",2704,370,894,2180,0.889953755,0.252677931,0.094940368,0.018909969,0.320076547
718618,79389,616,0,"['python', 'string', 'removing-whitespace', 'trim', 'jenkins']",2469,28,1260,1237,0.462215504,0.240108558,0.432916381,0.258924023,0.999697021
1902010,178222,3540,49,"['php', 'laravel', 'javascript', 'mysql', 'html']",12117,15090,11446,15761,0.957953923,0.772353861,0.334176863,0.205215655,0.107845389
16148,59658,503,28,"['python', 'file', 'selenium', 'selenium-webdriver', 'flush']",3127,76,473,2730,0.824183629,0.267547569,0.066770234,0.000339891,0.481724643
3055,61234,347,73,"['javascript', 'string', 'ends-with', 'c#', '.net']",1557,226,214,1569,0.845733071,0.215157224,0.087882799,0.006515791,0.373038814
527185,82064,1392,9,"['javascript', 'jquery', 'sql', 'html', 'where-clause']",2266,113,827,1552,0.76024482,0.501997464,0.146797749,0.077513175,0.25233481
902497,44676,605,0,"['windows', 'c++', 'c#', 'winapi', 'batch-file']",1795,384,265,1914,0.959122412,0.433279918,0.069382711,0.017449119,0.210430024
654031,235293,5180,51,"['django', 'asp.net-mvc', 'c#', 'python', 'asp.net-core']",960,2748,2478,1230,0.951851858,0.613220965,0.421104007,0.046725164,0.059729092
52201,46027,1057,35,"['sql', 'sql-server', 'c#', 'database', 'database-administration']",1778,113,205,1686,0.662116592,0.22244639,0.142206657,0.030692523,0.412304913
200936,54926,2130,30,"['windows-installer', 'wix', 'installation', 'installshield', 'c#']",722,308,171,859,0.85522653,0.209702613,0.050371914,0.002894851,0.267528829
895245,362040,1783,161,"['git', 'c', 'c++', 'node.js', 'npm']",20339,298,17765,2872,0.939858997,0.133299869,0.13758626,0.039772457,0.395854166
220147,66599,892,4,"['ruby', 'ruby-on-rails', 'regex', 'ruby-on-rails-3', 'arrays']",2249,375,492,2132,0.886052507,0.183003585,0.094164309,0.024415317,0.530769748
13,220962,2121,10,"['java', 'c++', 'ruby', 'math', 'scheme']",5212,210,407,5015,0.789551221,0.330666351,0.246830337,0.048237693,0.279444358
5445,816296,2159,0,"['javascript', 'jquery', 'html', 'arrays', 'c#']",597,6,121,482,0.957680079,0.167273352,0.06396714,0.002042585,0.461122914
361151,42629,1118,13,"['angularjs', 'javascript', 'angularjs-directive', 'angularjs-scope', 'angularjs-ng-repeat']",464,112,234,342,0.678805008,0.701361216,0.128496856,0.079175987,0.192856561
73681,70375,511,16,"['javascript', 'python', 'objective-c', 'string', 'startswith']",2341,62,349,2054,0.930008881,0.095803775,0.026982491,0.0006461,0.554214952
97337,291399,5608,28,"['swift', 'ios', 'objective-c', 'iphone', 'xcode']",12752,54,4078,8728,0.944035097,0.075925309,0.042657674,0.010274845,0.394712671
1440565,82665,3726,257,"['java', 'git', 'android', 'python', 'c++']",16332,1352,6984,10700,0.855771562,0.59088311,0.110795775,0.039980082,0.247886753
449856,54604,640,29,"['java', 'php', 'playframework', 'formatting', 'rounding']",449,8,170,287,0.870590749,0.464303244,0.075455932,0.0264632,0.243604249
756809,52289,3742,69,"['codenameone', 'lwuit', 'java', 'java-me', 'android']",6079,59,4547,1591,0.746128015,0.335116447,0.023071535,0.000435084,0.802264343
445517,107464,1603,10,"['c#', '.net', 'linq', '.net-3.5', 'cryptography']",1881,1222,646,2457,0.922117543,0.053159109,0.109121223,0.000237248,0.20499596
807126,306692,9588,13,"['firebase', 'google-cloud-firestore', 'google-cloud-functions', 'javascript', 'android']",186,923,948,161,0.870422919,0.368523895,0.201120947,0.026308423,0.358772274
15031,122513,1194,11,"['javascript', 'node.js', 'express', 'jquery', 'ruby']",1563,36,215,1384,0.893895283,0.115030935,0.068466366,0.031492815,0.248244373
