Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Class_Label
0.852717549,0.588349734,0.172144865,0.092237548,0.143092465,micro-oop
0.700322843,0.495189501,0.149736805,0.196239616,0.746285707,oop
0.94479771,0.510062629,0.155262416,0.017157693,0.213039655,oop
0.790035416,0.59865655,0.015482852,0.002890171,0.132989831,mobile
0.790035416,0.59865655,0.015482852,0.002890171,0.132989831,micro-oop
0.5290937,0.636074765,0.060301198,0.051776254,0.102380582,oop
0.5290937,0.636074765,0.060301198,0.051776254,0.102380582,web-pro
0.5290937,0.636074765,0.060301198,0.051776254,0.102380582,mobile
0.805623041,0.370827705,0.012524727,0.001337036,0.960434204,other
0.805623041,0.370827705,0.012524727,0.001337036,0.960434204,micro-oop
0.900472315,0.090530848,0.058876267,0.000861051,0.413417479,web-pro
0.956074818,0.435922755,0.156054437,0.013986437,0.09207475,other
0.956074818,0.435922755,0.156054437,0.013986437,0.09207475,oop
0.977437285,0.577405321,0.199769087,0.030644978,0.165327251,database
0.977437285,0.577405321,0.199769087,0.030644978,0.165327251,web-pro
0.917968974,0.103745691,0.031132225,0.000982864,0.314290639,micro-oop
0.917968974,0.103745691,0.031132225,0.000982864,0.314290639,web-pro
0.739384092,0.025823183,0.13332775,0.088760965,0.999853011,database
0.739384092,0.025823183,0.13332775,0.088760965,0.999853011,web-pro
0.957861928,0.172691715,0.163948046,0.005866244,0.341278527,web-pro
0.990590016,0.200658063,0.181217745,0.016747554,0.299010739,web-pro
0.990590016,0.200658063,0.181217745,0.016747554,0.299010739,database
0.905159437,0.143172445,0.032595206,0.014844881,0.199024895,other
0.905159437,0.143172445,0.032595206,0.014844881,0.199024895,mobile
0.958475143,0.07511239,0.102660495,0.010372603,0.339091733,other
0.958475143,0.07511239,0.102660495,0.010372603,0.339091733,web-pro
0.958475143,0.07511239,0.102660495,0.010372603,0.339091733,database
0.849533984,0.113746794,0.087689082,0.002402705,0.834335096,web-pro
0.937952933,0.1780332,0.172310011,0.087433437,0.553259984,oop
0.723202725,0.580003745,0.451999771,0.125760052,0.814696435,other
0.723202725,0.580003745,0.451999771,0.125760052,0.814696435,micro-oop
0.723202725,0.580003745,0.451999771,0.125760052,0.814696435,oop
0.879639761,0.520571147,0.150697652,0.038407924,0.257371333,web-pro
0.929237332,0.326954551,0.129472608,0.00479123,0.330626363,other
0.929237332,0.326954551,0.129472608,0.00479123,0.330626363,oop
0.879852548,0.652333124,0.202222669,0.065164029,0.065911646,web-pro
0.797471162,0.001686177,0.135736085,0.024742244,0.999370578,oop
0.797471162,0.001686177,0.135736085,0.024742244,0.999370578,web-pro
0.970069702,0.042474602,0.064022743,0.0061708,0.393682544,oop
0.970069702,0.042474602,0.064022743,0.0061708,0.393682544,web-pro
0.858565211,0.409700837,0.047789166,0.003883301,0.574722442,web-pro
0.784358853,0.484920828,0.013258993,0.049728698,0.298276482,oop
0.784358853,0.484920828,0.013258993,0.049728698,0.298276482,web-pro
0.784358853,0.484920828,0.013258993,0.049728698,0.298276482,micro-oop
0.782577201,0.355198125,0.142551797,0.004628867,0.607047646,other
0.782577201,0.355198125,0.142551797,0.004628867,0.607047646,statistic
0.479068744,0.080589631,0.017903109,0.01451614,0.815688417,web-pro
0.920304023,0.326220524,0.00368284,0.000448329,0.725963619,oop
0.920304023,0.326220524,0.00368284,0.000448329,0.725963619,micro-oop
0.820192717,0.106375777,0.066851573,0.119186943,0.294328573,web-pro
0.897399295,0.154793034,0.082785299,0.020121615,0.481326278,web-pro
0.897399295,0.154793034,0.082785299,0.020121615,0.481326278,database
0.877481969,0.310970038,0.152619241,0.009939875,0.271509524,database
0.837625988,0.338659511,0.227691044,0.028840351,0.335071029,web-pro
0.837625988,0.338659511,0.227691044,0.028840351,0.335071029,oop
0.596078626,0.105715672,0.301168849,0.245278534,0.999999999,web-pro
0.596078626,0.105715672,0.301168849,0.245278534,0.999999999,micro-oop
0.785401931,0.0811542,0.097920399,0.006345406,0.443389342,oop
0.785401931,0.0811542,0.097920399,0.006345406,0.443389342,web-pro
0.917027882,0.062395488,0.017339882,0.000686748,0.461590473,oop
0.917027882,0.062395488,0.017339882,0.000686748,0.461590473,web-pro
0.917027882,0.062395488,0.017339882,0.000686748,0.461590473,micro-oop
0.463980782,0.323181517,0.032938884,0.002650647,0.482882851,oop
0.463980782,0.323181517,0.032938884,0.002650647,0.482882851,mobile
0.942747624,0.21177521,0.092183629,0.012619099,0.499091465,mobile
0.942747624,0.21177521,0.092183629,0.012619099,0.499091465,oop
0.917252971,0.091077251,0.019433376,0.000351981,0.398005404,oop
0.917252971,0.091077251,0.019433376,0.000351981,0.398005404,web-pro
0.917252971,0.091077251,0.019433376,0.000351981,0.398005404,other
0.897776385,0.070884793,0.021005647,0.002544782,0.081085409,mobile
0.985381664,0.164113551,0.108144317,0.021167124,0.284474064,oop
0.985381664,0.164113551,0.108144317,0.021167124,0.284474064,statistic
0.942834518,0.183377159,0.26994244,0.000323389,0.61177198,web-pro
0.942834518,0.183377159,0.26994244,0.000323389,0.61177198,database
0.942834518,0.183377159,0.26994244,0.000323389,0.61177198,oop
0.962241309,0.18691897,0.194157725,0.030817766,0.244236204,oop
0.962241309,0.18691897,0.194157725,0.030817766,0.244236204,micro-oop
0.945517195,0.585004406,0.154663685,0.020447886,0.256569086,web-pro
0.911215208,0.23763972,0.119461905,0.007059016,0.342087941,web-pro
0.911215208,0.23763972,0.119461905,0.007059016,0.342087941,database
0.911215208,0.23763972,0.119461905,0.007059016,0.342087941,oop
0.888007297,0.739341353,0.030510099,0.037763769,0.342691572,web-pro
0.969065963,0.055010463,0.155451982,0.028996617,0.295511826,web-pro
0.969065963,0.055010463,0.155451982,0.028996617,0.295511826,micro-oop
0.969065963,0.055010463,0.155451982,0.028996617,0.295511826,oop
0.908191463,0.273164483,0.083517692,0.01300954,0.312032491,micro-oop
0.908191463,0.273164483,0.083517692,0.01300954,0.312032491,oop
0.847621553,0.745152535,0.121522297,0.069764988,0.195051884,oop
0.961853642,0.619167871,0.378870323,0.109266734,0.134200014,oop
0.748440561,0.256207803,0.131206283,0.06039871,0.533888033,other
0.748440561,0.256207803,0.131206283,0.06039871,0.533888033,mobile
0.316559528,0.015781042,0.239464868,0.028476925,0.932426483,web-pro
0.316559528,0.015781042,0.239464868,0.028476925,0.932426483,oop
0.869760881,0.366737157,0.142168573,0.017605088,0.249334205,web-pro
0.869760881,0.366737157,0.142168573,0.017605088,0.249334205,other
0.589760951,0.363184233,0.043933957,0.085132623,0.249218649,mobile
0.589760951,0.363184233,0.043933957,0.085132623,0.249218649,database
0.589760951,0.363184233,0.043933957,0.085132623,0.249218649,oop
0.811813783,0.404015599,0.078263966,0.005702911,0.253538659,oop
0.848559856,0.718596659,0.102649483,0.195559951,0.210315097,statistic
0.848559856,0.718596659,0.102649483,0.195559951,0.210315097,oop
0.838977684,0.030391678,0.264555516,0.052858158,0.397471149,web-pro
0.838977684,0.030391678,0.264555516,0.052858158,0.397471149,micro-oop
0.937332841,0.592260373,0.064836042,0.004246376,0.327355944,oop
0.937332841,0.592260373,0.064836042,0.004246376,0.327355944,micro-oop
0.68932621,0.228307411,0.118710565,0.016136751,0.412909197,database
0.706649696,0.335472815,0.036956057,0.029943483,0.255840265,database
0.706649696,0.335472815,0.036956057,0.029943483,0.255840265,micro-oop
0.904960469,0.547889927,0.123440079,0.008573618,0.308983919,other
0.321984404,0.245249994,0.004541947,0.019653942,0.725566155,mobile
0.66738769,0.600663627,0.203615605,0.093846796,0.286492145,statistic
0.955722644,0.315857706,0.18598369,0.052140401,0.252900058,web-pro
0.955722644,0.315857706,0.18598369,0.052140401,0.252900058,oop
0.955722644,0.315857706,0.18598369,0.052140401,0.252900058,other
0.70109335,0.491482722,0.074067139,0.017768212,0.298011806,oop
0.70109335,0.491482722,0.074067139,0.017768212,0.298011806,mobile
0.69001298,0.083979013,0.196787007,0.251561766,0.99999275,web-pro
0.69001298,0.083979013,0.196787007,0.251561766,0.99999275,oop
0.912787272,0.14030283,0.031167538,0.000529039,0.625313308,oop
0.825896207,0.011876608,0.100041951,0.010635773,0.411555449,web-pro
0.825896207,0.011876608,0.100041951,0.010635773,0.411555449,oop
0.580780137,0.02452407,0.039570282,0.065734159,0.758173484,web-pro
0.580780137,0.02452407,0.039570282,0.065734159,0.758173484,other
0.952812411,0.214736318,0.265394377,0.003901679,0.284655013,web-pro
0.95689105,0.128307394,0.020747161,0.013520482,0.404848786,oop
0.699062658,0.223605412,0.121207553,0.049773763,0.328618623,web-pro
0.969420584,0.630440876,0.137378434,0.089069491,0.146453199,statistic
0.969420584,0.630440876,0.137378434,0.089069491,0.146453199,mobile
0.969420584,0.630440876,0.137378434,0.089069491,0.146453199,oop
0.740415092,0.058350971,0.279832367,0.001144684,0.579855883,oop
0.916155872,0.103809334,0.040201779,0.009942023,0.327506138,mobile
0.916155872,0.103809334,0.040201779,0.009942023,0.327506138,oop
0.973814361,0.499337675,0.164804365,0.048278432,0.323776833,micro-oop
0.935324268,0.194061052,0.133651272,0.009147013,0.27803639,web-pro
0.935324268,0.194061052,0.133651272,0.009147013,0.27803639,oop
0.925956962,0.063062077,0.098218027,0.006264743,0.526108397,oop
0.872305324,0.506621279,0.205465547,0.062729851,0.24129705,micro-oop
0.597505142,0.399226335,0.050528804,0.035907068,0.279004378,oop
0.597505142,0.399226335,0.050528804,0.035907068,0.279004378,web-pro
0.749139873,0.634651527,0.03439233,0.411307135,0.548649447,micro-oop
0.749139873,0.634651527,0.03439233,0.411307135,0.548649447,web-pro
0.717627862,0.099609651,0.09275839,7.96e-05,0.218133567,oop
0.717627862,0.099609651,0.09275839,7.96e-05,0.218133567,web-pro
0.717627862,0.099609651,0.09275839,7.96e-05,0.218133567,micro-oop
0.906569524,0.296934687,0.165138671,0.002854985,0.217336814,oop
0.9099611,0.067591375,0.076147543,0.00574021,0.368752305,micro-oop
0.249584701,0.067409722,0.175373341,0.050266691,0.914537039,micro-oop
0.522768279,0.301797419,0.046770415,0.011463684,0.979357292,mobile
0.522768279,0.301797419,0.046770415,0.011463684,0.979357292,web-pro
0.882308848,0.28195539,0.12956816,0.106561043,0.381013316,oop
0.678068005,0.788302709,0.046152073,0.105282381,0.301952297,database
0.678068005,0.788302709,0.046152073,0.105282381,0.301952297,micro-oop
0.884858713,0.28486317,0.044475904,0.011299916,0.358750768,oop
0.889680016,0.249855712,0.303993483,0.03540114,0.369110887,web-pro
0.889680016,0.249855712,0.303993483,0.03540114,0.369110887,oop
0.889680016,0.249855712,0.303993483,0.03540114,0.369110887,micro-oop
0.951823581,0.481980284,0.434051509,0.088889517,0.178969888,micro-oop
0.468785074,0.103309883,0.043176089,0.008569623,0.434692306,oop
0.552545515,0.653813312,0.181205041,0.039507743,0.367678593,micro-oop
0.552545515,0.653813312,0.181205041,0.039507743,0.367678593,other
0.756568862,0.315583749,0.718566757,0.150567126,0.800592531,web-pro
0.351369517,0.10120656,0.033697519,0.008046463,0.581737963,other
0.351369517,0.10120656,0.033697519,0.008046463,0.581737963,database
0.654768742,0.263830506,0.214363784,0.060710592,0.676151689,web-pro
0.804509774,0.866953715,0.03286406,0.077867456,0.480049996,oop
0.809468553,0.467289561,0.107713337,0.091350872,0.310422558,statistic
0.941292722,0.300444339,0.176233991,0.000725473,0.235844257,web-pro
0.800459273,0.37741204,0.23467458,0.077767546,0.267274104,web-pro
0.967728378,0.089697323,0.042095457,0.000803416,0.272030609,oop
0.913751431,0.481182796,0.09636854,0.005316129,0.148996753,oop
0.888088216,0.474974628,0.183134906,0.036584825,0.326284701,web-pro
0.888088216,0.474974628,0.183134906,0.036584825,0.326284701,oop
0.809637579,0.313576256,0.088518767,0.008305572,0.270247632,micro-oop
0.809637579,0.313576256,0.088518767,0.008305572,0.270247632,web-pro
0.881791044,0.345822811,0.057649357,0.007304986,0.39013467,web-pro
0.881791044,0.345822811,0.057649357,0.007304986,0.39013467,oop
0.867196455,0.077699769,0.062515113,0.022434715,0.375098686,mobile
0.812582927,0.053051781,0.036143994,0.001744704,0.651884642,web-pro
0.951648455,0.253245654,0.014420479,9.48e-06,0.396045022,database
0.951648455,0.253245654,0.014420479,9.48e-06,0.396045022,web-pro
0.951648455,0.253245654,0.014420479,9.48e-06,0.396045022,other
0.419257316,0.44640474,0.103610281,0.014704625,0.332580089,micro-oop
0.419257316,0.44640474,0.103610281,0.014704625,0.332580089,web-pro
0.968910676,0.927343996,0.389602651,0.264449428,0.051505218,mobile
0.968910676,0.927343996,0.389602651,0.264449428,0.051505218,other
0.904423008,0.155464211,0.111570154,0.004140894,0.403687987,web-pro
0.630939835,0.48947145,0.600445099,0.165333155,0.889398975,oop
0.889077486,0.556117017,0.033033867,0.007722881,0.764958836,oop
0.889077486,0.556117017,0.033033867,0.007722881,0.764958836,other
0.92182187,0.347115996,0.071878137,0.05920629,0.315307156,web-pro
0.92182187,0.347115996,0.071878137,0.05920629,0.315307156,oop
0.948088629,0.294677407,0.202020533,0.004761619,0.355984581,oop
0.948088629,0.294677407,0.202020533,0.004761619,0.355984581,micro-oop
0.807367288,0.431917441,0.048381395,0.002281916,0.527376854,mobile
0.866734044,0.130725381,0.104067356,0.017182046,0.273507037,other
0.866734044,0.130725381,0.104067356,0.017182046,0.273507037,mobile
0.903420886,0.072193582,0.072837629,0.030973855,0.367583852,web-pro
0.641903526,0.683086624,0.277596802,0.197017822,0.150123953,web-pro
0.718367738,0.397957948,0.115407275,0.023678907,0.51111521,mobile
0.718367738,0.397957948,0.115407275,0.023678907,0.51111521,oop
0.718367738,0.397957948,0.115407275,0.023678907,0.51111521,web-pro
0.940482664,0.304334058,0.252943017,0.076653727,0.306368765,mobile
0.873183384,0.167179315,0.042170015,0.009438994,0.695746978,web-pro
0.796523742,0.71651123,0.085229741,0.076704591,0.424244272,oop
0.899051192,0.228974639,0.273658935,0.032609107,0.324570041,database
0.983294123,0.335487675,0.23426379,0.035041756,0.08725429,database
0.983294123,0.335487675,0.23426379,0.035041756,0.08725429,web-pro
0.898764319,0.584020744,0.652389477,0.057516559,0.383430292,oop
0.931611367,0.191222204,0.071543563,0.012462226,0.432641125,mobile
0.921180855,0.220509444,0.098394188,0.008814054,0.36651886,web-pro
0.699716889,0.03272901,0.111627438,0.012846098,0.482346288,micro-oop
0.798518509,0.314637267,0.12847571,0.016203539,0.429919948,micro-oop
0.798518509,0.314637267,0.12847571,0.016203539,0.429919948,oop
0.798518509,0.314637267,0.12847571,0.016203539,0.429919948,mobile
0.623877318,0.748000599,0.105667987,0.062735624,0.430062422,oop
0.792966738,0.319367921,0.155745366,0.001403926,0.268389225,database
0.792966738,0.319367921,0.155745366,0.001403926,0.268389225,web-pro
0.948767241,0.43027029,0.089947049,0.012466189,0.379719806,mobile
0.948767241,0.43027029,0.089947049,0.012466189,0.379719806,other
0.47855388,0.369976689,0.501263173,0.065729105,0.952582378,web-pro
0.854976819,0.65411916,0.372045002,0.032217916,0.24626743,web-pro
0.854976819,0.65411916,0.372045002,0.032217916,0.24626743,oop
0.870786291,0.3688728,0.365653458,0.065615409,0.166479542,web-pro
0.956510105,0.333478385,0.098085371,0.004718709,0.442048811,mobile
0.89285588,0.309848246,0.090571321,0.022194071,0.265438517,micro-oop
0.884743797,0.059734924,0.15127175,0.068350733,0.450511278,web-pro
0.884743797,0.059734924,0.15127175,0.068350733,0.450511278,mobile
0.961347748,0.40625813,0.05142472,0.006227338,0.299607037,oop
0.86024095,0.356906567,0.040965783,0.083169094,0.057844361,micro-oop
0.86024095,0.356906567,0.040965783,0.083169094,0.057844361,oop
0.917190077,0.234669181,0.035574635,0.000500364,0.512759261,micro-oop
0.917190077,0.234669181,0.035574635,0.000500364,0.512759261,web-pro
0.538900626,0.234144179,0.341993163,0.27523558,0.811768175,oop
0.538900626,0.234144179,0.341993163,0.27523558,0.811768175,other
0.817580853,0.363346728,0.138451444,0.017670187,0.299842628,oop
0.817580853,0.363346728,0.138451444,0.017670187,0.299842628,web-pro
0.921266007,0.638922591,0.071342611,0.022124525,0.283230776,web-pro
0.769613043,0.706650772,0.203801936,0.051759723,0.16635422,oop
0.769613043,0.706650772,0.203801936,0.051759723,0.16635422,other
0.947056216,0.388968445,0.204665864,0.029518557,0.252894777,database
0.947056216,0.388968445,0.204665864,0.029518557,0.252894777,micro-oop
0.889953755,0.252677931,0.094940368,0.018909969,0.320076547,micro-oop
0.889953755,0.252677931,0.094940368,0.018909969,0.320076547,other
0.889953755,0.252677931,0.094940368,0.018909969,0.320076547,oop
0.957953923,0.772353861,0.334176863,0.205215655,0.107845389,web-pro
0.824183629,0.267547569,0.066770234,0.000339891,0.481724643,other
0.824183629,0.267547569,0.066770234,0.000339891,0.481724643,oop
0.845733071,0.215157224,0.087882799,0.006515791,0.373038814,web-pro
0.845733071,0.215157224,0.087882799,0.006515791,0.373038814,micro-oop
0.76024482,0.501997464,0.146797749,0.077513175,0.25233481,web-pro
